acid_smiles,amine_smiles,acid_state
Cc1ccc2cc(C(=O)O)ccc2n1,COC(=O)c1ccc(N)cc1,A
Cc1ccc(C(=O)O)cc1F,COC(=O)c1ccc(N)cc1,B
O=C(O)Cc1ccc2c(c1)OCO2,COC(=O)c1ccc(N)cc1,C
O=C(O)c1ccc(Br)s1,COC(=O)c1ccc(N)cc1,A
O=C(O)c1cccc(-c2ccccc2)c1,COC(=O)c1ccc(N)cc1,B
O=C(O)c1ccc2nccnc2c1,COC(=O)c1ccc(N)cc1,A
CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,COC(=O)c1ccc(N)cc1,C
O=C(O)c1ccco1,COC(=O)c1ccc(N)cc1,A
O=C(O)c1cc(Cl)cc(Cl)n1,COC(=O)c1ccc(N)cc1,A
O=C(O)C1CCN(C(=O)OCc2ccccc2)CC1,COC(=O)c1ccc(N)cc1,C
Cc1ccc(C(=O)O)c2ccccc12,COC(=O)c1ccc(N)cc1,B
O=C(O)c1ccc2c(c1)OC(F)(F)O2,COC(=O)c1ccc(N)cc1,B
C[C@H](NC(=O)OCc1ccccc1)C(=O)O,COC(=O)c1ccc(N)cc1,C
Cc1cc(C(=O)O)cc(Cl)n1,Cn1c(N)nc2ccccc21,A
O=C(O)C1CC=CCC1,Cn1c(N)nc2ccccc21,C
O=C(O)c1ccc(F)cn1,Cn1c(N)nc2ccccc21,A
Cn1cc(C(=O)O)c(C(F)F)n1,Cn1c(N)nc2ccccc21,A
O=C(O)COc1ccccc1,Nc1cc(C(F)(F)F)ccc1C(F)(F)F,C
O=C(O)c1ccc(C(F)(F)F)cn1,Nc1cc(C(F)(F)F)ccc1C(F)(F)F,A
COc1ncc(Br)cc1C(=O)O,Nc1cc(C(F)(F)F)ccc1C(F)(F)F,A
O=C(O)Cc1cc(F)cc(F)c1,Nc1cc(C(F)(F)F)ccc1C(F)(F)F,C
O=C(O)c1cc2ccccc2o1,Nc1cc(C(F)(F)F)ccc1C(F)(F)F,A
O=C(O)c1cc(Cl)cc(Cl)n1,Nc1cc(C(F)(F)F)ccc1C(F)(F)F,A
O=C(O)Cc1ccc(C(F)(F)F)cc1,Nc1cc(C(F)(F)F)ccc1C(F)(F)F,C
O=C(O)COc1ccccc1,Nc1ccc(Cl)cc1,C
Cc1cc(C(=O)O)cc(Cl)n1,Nc1ccc(Cl)cc1,A
O=C(O)C1c2ccccc2Oc2ccccc21,Nc1ccc(Cl)cc1,C
Cc1ccc(C(=O)O)cc1F,Nc1ccc(Cl)cc1,B
COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,Nc1ccc(Cl)cc1,C
O=C(O)Cc1ccc2c(c1)OCO2,Nc1ccc(Cl)cc1,C
O=C(O)c1ccc(C(F)(F)F)cn1,Cc1ccc([N+](=O)[O-])cc1N,A
O=C(O)c1cnccn1,Cc1ccc([N+](=O)[O-])cc1N,A
O=C(O)c1ncccn1,Cc1ccc([N+](=O)[O-])cc1N,A
O=C(O)c1cc2ccccc2s1,Cc1ccc([N+](=O)[O-])cc1N,A
O=C(O)c1ccc2c(c1)OC(F)(F)O2,Cc1ccc([N+](=O)[O-])cc1N,B
O=C(O)COc1ccccc1,CNOC,C
O=C(O)Cc1cc(F)cc(F)c1,CNOC,C
Cc1cc(C)c(C(=O)O)c(C)c1,CNOC,B
CC(C)Cc1ccc([C@H](C)C(=O)O)cc1,CNOC,C
Cc1cc(C)cc(C(=O)O)c1,CNOC,B
O=C(O)C1(c2ccccc2)CC1,CNOC,C
COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,CNOC,C
O=C(O)Cc1ccc(C(F)(F)F)cc1,CNOC,C
O=C(O)Cc1ccc2c(c1)OCO2,CNOC,C
CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,CNOC,C
N#Cc1ccc(C(=O)O)cc1,CNOC,B
O=C(O)c1ccco1,CNOC,A
O=C(O)/C=C/c1ccccc1,CNOC,C
Cc1cc(C(=O)O)cc(Cl)n1,CNOC,A
COc1ncc(Br)cc1C(=O)O,CNOC,A
Cc1ccc(F)cc1C(=O)O,CNOC,B
O=C(O)c1ccc(Br)s1,CNOC,A
O=C(O)C1Cc2ccccc2C1,CNOC,C
O=C(O)c1cccc(-c2ccccc2)c1,CNOC,B
O=C(O)c1cc2ccccc2s1,CNOC,A
O=C(O)c1cc2ccccc2o1,CNOC,A
COc1ccc(C(=O)O)cc1,CNOC,B
O=C(O)c1ccc([N+](=O)[O-])s1,CNOC,A
Cc1c(C(=O)O)oc2ccccc12,CNOC,A
O=C(O)[C@@H]1C[C@H]1c1ccccc1,CNOC,C
O=C(O)c1cc(Cl)cc(Cl)n1,CNOC,A
O=C(O)c1cnc(Cl)nc1,CNOC,A
O=C(O)C1CCN(C(=O)OCc2ccccc2)CC1,CNOC,C
O=C(O)C1CN(C(=O)OCc2ccccc2)C1,CNOC,C
O=C(O)c1ccncc1Cl,CNOC,A
CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,CNOC,C
Cc1ccc(C(=O)O)cc1,CNOC,B
O=C(O)c1ccc(-c2ccccc2)cc1,CNOC,B
N#Cc1ccc(CC(=O)O)cc1,CNOC,C
Cn1cc(C(=O)O)c(C(F)F)n1,CNOC,A
O=C(O)Cc1ccc(Cl)c(Cl)c1,CNOC,C
O=C(O)c1ccc2c(c1)OC(F)(F)O2,CNOC,B
O=C(O)c1c(F)c(F)c(F)c(F)c1F,CNOC,B
O=C(O)c1cc(Cl)cc(Cl)n1,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,A
O=C(O)c1ccnc(C(F)(F)F)c1,Cc1ccc([N+](=O)[O-])cc1S(N)(=O)=O,A
O=C(O)COc1ccccc1,COC(=O)c1cc(S(N)(=O)=O)ccc1OC,C
Cc1cc(C)c(C(=O)O)c(C)c1,COC(=O)c1cc(S(N)(=O)=O)ccc1OC,B
Cc1ccc2cc(C(=O)O)ccc2n1,COC(=O)c1cc(S(N)(=O)=O)ccc1OC,A
COc1ccc(CC(=O)O)cc1,COC(=O)c1cc(S(N)(=O)=O)ccc1OC,C
Cc1ccc(F)cc1C(=O)O,COC(=O)c1cc(S(N)(=O)=O)ccc1OC,B
O=C(O)c1ccnc(C(F)(F)F)c1,COC(=O)c1cc(S(N)(=O)=O)ccc1OC,A
COc1ccc(C(=O)O)cc1,COC(=O)c1cc(S(N)(=O)=O)ccc1OC,B
CC(C(=O)O)c1ccc(CBr)cc1,COC(=O)c1cc(S(N)(=O)=O)ccc1OC,C
Cc1cc(C)c(C(=O)O)c(C)c1,COc1ccc(S(N)(=O)=O)cc1,B
O=C(O)Cc1ccc2c(c1)OCO2,COc1ccc(S(N)(=O)=O)cc1,C
Cc1ccc2cc(C(=O)O)ccc2n1,COc1ccc(S(N)(=O)=O)cc1,A
COc1ccc(CC(=O)O)cc1,COc1ccc(S(N)(=O)=O)cc1,C
O=C(O)c1ccnc(C(F)(F)F)c1,COc1ccc(S(N)(=O)=O)cc1,A
CC(C)Cc1ccc([C@H](C)C(=O)O)cc1,COc1ccc(S(N)(=O)=O)cc1,C
O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,COc1ccc(S(N)(=O)=O)cc1,C
O=C(O)COc1ccccc1,Cc1ccccc1N,C
COc1ccc(CC(=O)O)cc1,Cc1ccccc1N,C
Cc1ccc2cc(C(=O)O)ccc2n1,Cc1ccccc1N,A
COc1cc(C(=O)O)cc(OC)c1OC,Cc1ccccc1N,B
O=C(O)Cc1ccc2c(c1)OCO2,Cc1ccccc1N,C
O=C(O)C1c2ccccc2Oc2ccccc21,Cc1ccccc1N,C
COc1ncc(Br)cc1C(=O)O,Cc1ccccc1N,A
O=C(O)c1ccc2nccnc2c1,Cc1ccccc1N,A
COc1cc(C(=O)O)cc(OC)c1OC,Cc1ccc(N)c(C)c1,B
O=C(O)C1c2ccccc2Oc2ccccc21,Cc1ccc(N)c(C)c1,C
Cc1cc(C(=O)O)cc(Cl)n1,Cc1ccc(N)c(C)c1,A
COc1ncc(Br)cc1C(=O)O,Cc1ccc(N)c(C)c1,A
O=C(O)c1ccc2nccnc2c1,Cc1ccc(N)c(C)c1,A
Cc1ccc(C(=O)O)cc1,Cc1ccc(N)c(C)c1,B
Cc1ccc(CC(=O)O)cc1,Cc1cccc(N)c1C,C
O=C(O)COc1ccccc1,Cc1cccc(N)c1C,C
COc1ccc(CC(=O)O)cc1,Cc1cccc(N)c1C,C
Cc1ccc2cc(C(=O)O)ccc2n1,Cc1cccc(N)c1C,A
O=C(O)c1ccc2nccnc2c1,Cc1cccc(N)c1C,A
O=C(O)c1ccco1,Cc1cccc(N)c1C,A
Cc1c(C(=O)O)oc2ccccc12,Cc1cccc(N)c1C,A
Cc1ccc(C(=O)O)c2ccccc12,Cc1cccc(N)c1C,B
C[C@H](NC(=O)OCc1ccccc1)C(=O)O,Cc1cccc(N)c1C,C
Cc1ccc(CC(=O)O)cc1,NCc1ccco1,C
CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,NCc1ccco1,C
Cc1ccc(CC(=O)O)cc1,CSc1ccc(N)cc1,C
O=C(O)Cc1cc(F)cc(F)c1,CSc1ccc(N)cc1,C
O=C(O)c1ccc(C(F)(F)F)cn1,CSc1ccc(N)cc1,A
O=C(O)C(c1ccccc1)c1ccccc1,CSc1ccc(N)cc1,C
O=C(O)Cc1ccc2c(c1)OCO2,CSc1ccc(N)cc1,C
O=C(O)C1c2ccccc2Oc2ccccc21,CSc1ccc(N)cc1,C
O=C(O)Cc1ccc([N+](=O)[O-])cc1,CSc1ccc(N)cc1,C
Cc1ccc(F)cc1C(=O)O,CSc1ccc(N)cc1,B
O=C(O)c1cccc(-c2ccccc2)c1,CSc1ccc(N)cc1,B
Cc1cc(C(=O)O)cc(Cl)n1,CSc1ccc(N)cc1,A
Cc1ccc2cc(C(=O)O)ccc2n1,Nc1ccc(Cl)cn1,A
COc1ncc(Br)cc1C(=O)O,Nc1ccc(Cl)cn1,A
O=C(O)Cc1ccc([N+](=O)[O-])cc1,Nc1ccc(Cl)cn1,C
O=C(O)Cc1ccc2c(c1)OCO2,NCc1ccc(F)cc1F,C
