cond_x,cond_y,activator_x,activator_y,family_x,family_y,n_subpairs,n_acids_hetero,n_acids_nonarom,diff_enumeration_order,group,diff_oriented,is_target
C17,C46,(EtO)2P(O)CN,BOPCl,other,other,540,21,31,0.001289424553790601,background,,False
C17,C47,(EtO)2P(O)CN,EDC-HCl,other,carbodiimide,538,21,31,0.03326793697473839,background,,False
C17,C48,(EtO)2P(O)CN,TFFH,other,haloformamidinium,542,21,30,0.02261740361426594,background,,False
C17,C49,(EtO)2P(O)CN,BTFFH,other,haloformamidinium,520,21,31,0.08906962918864872,background,,False
C17,C5,(EtO)2P(O)CN,COMU,other,other,531,21,31,0.04484547815831298,background,,False
C17,C50,(EtO)2P(O)CN,DCMT,other,other,544,21,31,0.004686802356238924,background,,False
C17,C51,(EtO)2P(O)CN,EDC-HCl,other,carbodiimide,519,21,31,0.08675591237574888,background,,False
C17,C52,(EtO)2P(O)CN,EDC-HCl,other,carbodiimide,541,21,31,0.0532654277416891,background,,False
C17,C53,(EtO)2P(O)CN,EDC-HCl,other,carbodiimide,537,21,31,0.04707497153239856,background,,False
C17,C54,(EtO)2P(O)CN,EDC-HCl,other,carbodiimide,536,21,31,0.02019518920666956,background,,False
C17,C55,(EtO)2P(O)CN,DCC,other,carbodiimide,518,21,30,0.0297043511130493,background,,False
C17,C56,(EtO)2P(O)CN,DCC,other,carbodiimide,540,21,31,0.07069356587010303,background,,False
C17,C57,(EtO)2P(O)CN,DCC,other,carbodiimide,536,21,31,0.060359471068566664,background,,False
C17,C58,(EtO)2P(O)CN,DCC,other,carbodiimide,540,21,31,0.0340473552319847,background,,False
C17,C59,(EtO)2P(O)CN,CITU,other,other,531,21,31,0.02772737997025581,background,,False
C17,C6,(EtO)2P(O)CN,TBTU,other,other,528,21,31,-0.013710725460423345,background,,False
C17,C60,(EtO)2P(O)CN,EDC-HCl,other,carbodiimide,541,21,31,-0.01299610876580265,background,,False
C17,C61,(EtO)2P(O)CN,PyAOP,other,other,543,21,31,0.014101838347253037,background,,False
C17,C62,(EtO)2P(O)CN,TFFH,other,haloformamidinium,541,21,31,0.010771991529542668,background,,False
C17,C63,(EtO)2P(O)CN,CDI,other,other,534,21,31,0.06950267353457473,background,,False
C17,C64,(EtO)2P(O)CN,CDMT,other,other,525,21,31,-0.09541574367328837,background,,False
C17,C65,(EtO)2P(O)CN,CIP,other,other,509,21,31,0.04480555861654671,background,,False
C17,C66,(EtO)2P(O)CN,DIC,other,carbodiimide,540,21,31,-0.0630131146405577,background,,False
C17,C67,(EtO)2P(O)CN,EDC-HCl,other,carbodiimide,540,21,31,0.04231547832489646,background,,False
C17,C68,(EtO)2P(O)CN,EDC-HCl,other,carbodiimide,541,21,31,0.05625826379287112,background,,False
C17,C69,(EtO)2P(O)CN,EDC-HCl,other,carbodiimide,535,21,31,0.01779246967285246,background,,False
C17,C7,(EtO)2P(O)CN,HDMC,other,other,529,21,31,-0.03390446893949112,background,,False
C17,C70,(EtO)2P(O)CN,DCC,other,carbodiimide,535,21,31,0.11927325327292468,background,,False
C17,C71,(EtO)2P(O)CN,DCC,other,carbodiimide,537,21,31,0.05638567649847234,background,,False
C17,C72,(EtO)2P(O)CN,IBCF,other,other,515,21,31,0.0009476348150903313,background,,False
C17,C73,(EtO)2P(O)CN,DCC,other,carbodiimide,520,21,31,0.020912337087912097,background,,False
C17,C74,(EtO)2P(O)CN,EDC-HCl,other,carbodiimide,541,21,31,-0.03411883672419436,background,,False
C17,C76,(EtO)2P(O)CN,TCFH,other,haloformamidinium,540,21,31,0.026082702407843293,background,,False
C17,C77,(EtO)2P(O)CN,DCC,other,carbodiimide,542,21,31,0.019489951466501787,background,,False
C17,C78,(EtO)2P(O)CN,DCC,other,carbodiimide,540,21,31,-0.06852610698350659,background,,False
C17,C79,(EtO)2P(O)CN,DCC,other,carbodiimide,539,21,31,0.008828431677264548,background,,False
C17,C8,(EtO)2P(O)CN,TCTU,other,other,524,21,31,-0.03420571099462372,background,,False
C17,C80,(EtO)2P(O)CN,DCC,other,carbodiimide,527,21,31,-0.04652031671832152,background,,False
C17,C81,(EtO)2P(O)CN,DCC,other,carbodiimide,510,20,30,-0.029179785394199687,background,,False
C17,C82,(EtO)2P(O)CN,DCC,other,carbodiimide,534,21,31,0.026989595427012403,background,,False
C17,C83,(EtO)2P(O)CN,DIC,other,carbodiimide,535,21,31,-0.05733035093193617,background,,False
C17,C84,(EtO)2P(O)CN,DIC,other,carbodiimide,541,21,31,0.007809963609240134,background,,False
C17,C85,(EtO)2P(O)CN,DIC,other,carbodiimide,539,21,31,-0.014948425274788402,background,,False
C17,C86,(EtO)2P(O)CN,DIC,other,carbodiimide,543,21,31,-0.016656756431933373,background,,False
C17,C87,(EtO)2P(O)CN,EDC-HCl,other,carbodiimide,540,21,31,0.06048465943970385,background,,False
C17,C88,(EtO)2P(O)CN,EDC-HCl,other,carbodiimide,529,21,31,-0.053664426561057355,background,,False
C17,C89,(EtO)2P(O)CN,EDC-HCl,other,carbodiimide,523,20,31,-0.004323737328492061,background,,False
C17,C9,(EtO)2P(O)CN,TDBTU,other,other,518,21,31,0.004448400591947899,background,,False
C17,C90,(EtO)2P(O)CN,EDC-HCl,other,carbodiimide,536,21,31,-0.01796858720387684,background,,False
C17,C91,(EtO)2P(O)CN,EDC-HCl,other,carbodiimide,539,21,31,-0.018804258707707522,background,,False
C17,C92,(EtO)2P(O)CN,HATU,other,other,543,21,31,0.044656983190842145,background,,False
C17,C93,(EtO)2P(O)CN,TPTU,other,other,537,21,31,0.029329560162499546,background,,False
C17,C94,(EtO)2P(O)CN,HBPYU,other,other,543,21,30,0.032274156504711146,background,,False
C17,C95,(EtO)2P(O)CN,IIDQ,other,quinoline,541,21,30,-0.08885202988605415,background,,False
C17,C96,(EtO)2P(O)CN,TOTU,other,other,513,21,31,-0.008461214795698627,background,,False
C18,C19,FDPP,HATU,other,other,572,21,32,0.008201761106468197,background,,False
C18,C2,FDPP,TFFH,other,haloformamidinium,563,21,32,-0.014484813962885978,background,,False
C18,C20,FDPP,HATU,other,other,571,21,32,-0.06703100881043178,background,,False
C18,C21,FDPP,HBTU,other,other,572,21,32,-0.051546890054727595,background,,False
C18,C22,FDPP,HBTU,other,other,567,21,32,-0.08249027421836733,background,,False
C18,C23,FDPP,HCTU,other,other,569,21,32,-0.09284635226091287,background,,False
C18,C24,FDPP,TOTU,other,other,563,21,32,-0.02393869751459513,background,,False
C18,C25,FDPP,EDC-HCl,other,carbodiimide,533,21,31,0.02845768643688884,background,,False
C18,C26,FDPP,EDC-HCl,other,carbodiimide,569,21,32,-0.00490237791638299,background,,False
C18,C27,FDPP,EDC-HCl,other,carbodiimide,564,21,32,0.013009845795547786,background,,False
C18,C28,FDPP,EDC-HCl,other,carbodiimide,569,21,32,-0.016655535186678422,background,,False
C18,C29,FDPP,DCC,other,carbodiimide,547,21,32,0.002217724329976023,background,,False
C18,C3,FDPP,BTFFH,other,haloformamidinium,559,21,31,0.043184649762008254,background,,False
C18,C30,FDPP,DCC,other,carbodiimide,563,21,32,0.0022328030200762516,background,,False
C18,C31,FDPP,DCC,other,carbodiimide,569,21,32,0.01762042717300849,background,,False
C18,C32,FDPP,DCC,other,carbodiimide,567,21,32,-0.01593612574094208,background,,False
C18,C33,FDPP,PyAOP,other,other,556,21,32,-0.053410274832071045,background,,False
C18,C34,FDPP,PyAOP,other,other,569,21,32,-0.039908590408481034,background,,False
C18,C35,FDPP,PyBOP,other,other,569,21,32,-0.07506792388059327,background,,False
C18,C36,FDPP,PyBOP,other,other,567,21,32,-0.05412770812068281,background,,False
C18,C37,FDPP,PyOxim,other,other,572,21,32,-0.10533688595370397,background,,False
C18,C38,FDPP,PyBrOP,other,other,567,21,32,-0.014597195979551725,background,,False
C18,C39,FDPP,PyBrOP,other,other,559,21,32,-0.012614604898997878,background,,False
C18,C4,FDPP,DCMT,other,other,565,21,31,-0.02231082398710016,background,,False
C18,C40,FDPP,PyClocK,other,other,568,21,32,-0.05680442538352544,background,,False
C18,C41,FDPP,EEDQ,other,quinoline,561,21,32,-0.14614033657493336,background,,False
C18,C42,FDPP,DEPBT,other,other,568,21,32,-0.11818741333428975,background,,False
C18,C43,FDPP,DPP-Cl,other,other,569,21,32,-0.01092938276916769,background,,False
C18,C44,FDPP,DMTMM,other,other,569,21,31,-0.02015815463361026,background,,False
C18,C45,FDPP,PyCIU,other,other,569,21,32,-0.022566957060716347,background,,False
C18,C46,FDPP,BOPCl,other,other,566,21,32,-0.041891265360000984,background,,False
C18,C47,FDPP,EDC-HCl,other,carbodiimide,565,21,32,-0.008504647984292013,background,,False
C18,C48,FDPP,TFFH,other,haloformamidinium,569,21,31,-0.002285749553553651,background,,False
C18,C49,FDPP,BTFFH,other,haloformamidinium,535,21,31,0.037834204428456475,background,,False
C18,C5,FDPP,COMU,other,other,556,21,32,-0.004104107854601108,background,,False
C18,C50,FDPP,DCMT,other,other,570,21,32,-0.03467934603519657,background,,False
C18,C51,FDPP,EDC-HCl,other,carbodiimide,546,21,32,0.05276178992431607,background,,False
C18,C52,FDPP,EDC-HCl,other,carbodiimide,567,21,32,-0.001591434178940955,background,,False
C18,C53,FDPP,EDC-HCl,other,carbodiimide,562,21,32,0.025565660381009145,background,,False
C18,C54,FDPP,EDC-HCl,other,carbodiimide,562,21,32,-0.019950641003334685,background,,False
C18,C55,FDPP,DCC,other,carbodiimide,545,21,31,-0.007556018404382692,background,,False
C18,C56,FDPP,DCC,other,carbodiimide,567,21,32,0.0274538879094237,background,,False
C18,C57,FDPP,DCC,other,carbodiimide,562,21,32,0.038638598315174744,background,,False
C18,C58,FDPP,DCC,other,carbodiimide,567,21,31,-0.007158309289773859,background,,False
C18,C59,FDPP,CITU,other,other,557,21,32,-0.017376233691481335,background,,False
C18,C6,FDPP,TBTU,other,other,555,21,32,-0.06170056025102873,background,,False
C18,C60,FDPP,EDC-HCl,other,carbodiimide,568,21,32,-0.06101822050816681,background,,False
C18,C61,FDPP,PyAOP,other,other,568,21,32,-0.03130832864769542,background,,False
C18,C62,FDPP,TFFH,other,haloformamidinium,567,21,32,-0.034824281326456874,background,,False
C18,C63,FDPP,CDI,other,other,561,21,32,0.03263011278479308,background,,False
C18,C64,FDPP,CDMT,other,other,553,21,32,-0.13706667888790436,background,,False
C18,C65,FDPP,CIP,other,other,526,21,31,-0.005986554220714341,background,,False
C18,C66,FDPP,DIC,other,carbodiimide,568,21,32,-0.10780859529372175,background,,False
C18,C67,FDPP,EDC-HCl,other,carbodiimide,565,21,32,-0.008327521657040482,background,,False
C18,C68,FDPP,EDC-HCl,other,carbodiimide,568,21,32,0.02831396322381806,background,,False
C18,C69,FDPP,EDC-HCl,other,carbodiimide,561,21,32,0.0018889268586437385,background,,False
C18,C7,FDPP,HDMC,other,other,553,21,32,-0.09010351245103604,background,,False
C18,C70,FDPP,DCC,other,carbodiimide,562,21,32,0.07946354384517779,background,,False
C18,C71,FDPP,DCC,other,carbodiimide,564,21,32,0.00983300269359029,background,,False
C18,C72,FDPP,IBCF,other,other,542,21,32,-0.04527216695922409,background,,False
C18,C73,FDPP,DCC,other,carbodiimide,546,21,32,-0.0066963421751325275,background,,False
C18,C74,FDPP,EDC-HCl,other,carbodiimide,567,21,32,-0.08221768437018101,background,,False
C18,C76,FDPP,TCFH,other,haloformamidinium,566,21,32,-0.01469621870979132,background,,False
C18,C77,FDPP,DCC,other,carbodiimide,569,21,32,-0.021729998511756693,background,,False
C18,C78,FDPP,DCC,other,carbodiimide,567,21,32,-0.11872413321346137,background,,False
C18,C79,FDPP,DCC,other,carbodiimide,565,21,32,-0.04004552223844697,background,,False
C18,C8,FDPP,TCTU,other,other,550,21,32,-0.0777897259320976,background,,False
C18,C80,FDPP,DCC,other,carbodiimide,553,21,32,-0.07008169020627163,background,,False
C18,C81,FDPP,DCC,other,carbodiimide,536,20,31,-0.05705691218005585,background,,False
C18,C82,FDPP,DCC,other,carbodiimide,559,21,32,-0.009452863371977399,background,,False
C18,C83,FDPP,DIC,other,carbodiimide,560,21,31,-0.09963644585137205,background,,False
C18,C84,FDPP,DIC,other,carbodiimide,568,21,32,-0.039486729222216826,background,,False
C18,C85,FDPP,DIC,other,carbodiimide,566,21,32,-0.05541785597214006,background,,False
C18,C86,FDPP,DIC,other,carbodiimide,569,21,32,-0.06196973850846758,background,,False
C18,C87,FDPP,EDC-HCl,other,carbodiimide,567,21,32,0.015492660172709699,background,,False
C18,C88,FDPP,EDC-HCl,other,carbodiimide,556,21,32,-0.09654207341732968,background,,False
C18,C89,FDPP,EDC-HCl,other,carbodiimide,547,20,32,-0.05437473130890369,background,,False
C18,C9,FDPP,TDBTU,other,other,536,21,31,-0.042037794935180464,background,,False
C18,C90,FDPP,EDC-HCl,other,carbodiimide,562,21,32,-0.05746138429286075,background,,False
C18,C91,FDPP,EDC-HCl,other,carbodiimide,565,21,32,-0.06798306035982052,background,,False
C18,C92,FDPP,HATU,other,other,570,21,32,-0.002376864599175993,background,,False
C18,C93,FDPP,TPTU,other,other,564,21,32,0.0027653121842581285,background,,False
C18,C94,FDPP,HBPYU,other,other,570,21,31,0.0027177408324871866,background,,False
C18,C95,FDPP,IIDQ,other,quinoline,568,21,31,-0.11160973833749069,background,,False
C18,C96,FDPP,TOTU,other,other,540,21,32,-0.06272263217376234,background,,False
C19,C2,HATU,TFFH,other,haloformamidinium,567,21,32,-0.01672294868872748,background,,False
C19,C20,HATU,HATU,other,other,575,21,32,-0.07544092330196847,background,,False
C19,C21,HATU,HBTU,other,other,576,21,32,-0.06028107758598436,background,,False
C19,C22,HATU,HBTU,other,other,570,21,32,-0.09007138132752487,background,,False
C19,C23,HATU,HCTU,other,other,573,21,32,-0.10095019467793667,background,,False
C19,C24,HATU,TOTU,other,other,566,21,32,-0.03244993084895181,background,,False
C19,C25,HATU,EDC-HCl,other,carbodiimide,537,21,31,0.01996678677725222,background,,False
C19,C26,HATU,EDC-HCl,other,carbodiimide,573,21,32,-0.01332586621936177,background,,False
C19,C27,HATU,EDC-HCl,other,carbodiimide,568,21,32,0.005889568353387747,background,,False
C19,C28,HATU,EDC-HCl,other,carbodiimide,573,21,32,-0.021547770738185673,background,,False
C19,C29,HATU,DCC,other,carbodiimide,551,21,32,-0.015097376408004848,background,,False
C19,C3,HATU,BTFFH,other,haloformamidinium,563,21,31,0.037320313932801275,background,,False
C19,C30,HATU,DCC,other,carbodiimide,567,21,32,-0.004644501697289916,background,,False
C19,C31,HATU,DCC,other,carbodiimide,573,21,32,0.012119523065191623,background,,False
C19,C32,HATU,DCC,other,carbodiimide,571,21,32,-0.020277674717223304,background,,False
C19,C33,HATU,PyAOP,other,other,558,21,32,-0.06834620238548261,background,,False
C19,C34,HATU,PyAOP,other,other,573,21,32,-0.0475742047683858,background,,False
C19,C35,HATU,PyBOP,other,other,573,21,32,-0.08831081069668788,background,,False
C19,C36,HATU,PyBOP,other,other,571,21,32,-0.06756863319353218,background,,False
C19,C37,HATU,PyOxim,other,other,576,21,32,-0.11307262565229403,background,,False
C19,C38,HATU,PyBrOP,other,other,571,21,32,-0.02024077357321452,background,,False
C19,C39,HATU,PyBrOP,other,other,563,21,32,-0.01404325019155428,background,,False
C19,C4,HATU,DCMT,other,other,569,21,31,-0.032141686820150894,background,,False
C19,C40,HATU,PyClocK,other,other,572,21,32,-0.06165929899826767,background,,False
C19,C41,HATU,EEDQ,other,quinoline,565,21,32,-0.1432170457787023,background,,False
C19,C42,HATU,DEPBT,other,other,572,21,32,-0.12774864330817137,background,,False
C19,C43,HATU,DPP-Cl,other,other,572,21,32,-0.016486286191447652,background,,False
C19,C44,HATU,DMTMM,other,other,573,21,31,-0.0306622650782718,background,,False
C19,C45,HATU,PyCIU,other,other,573,21,32,-0.02806843801396436,background,,False
C19,C46,HATU,BOPCl,other,other,570,21,32,-0.046817895406962295,background,,False
C19,C47,HATU,EDC-HCl,other,carbodiimide,569,21,32,-0.01136202760834365,background,,False
C19,C48,HATU,TFFH,other,haloformamidinium,573,21,31,-0.011899603454591068,background,,False
C19,C49,HATU,BTFFH,other,haloformamidinium,538,21,31,0.03399759688288595,background,,False
C19,C5,HATU,COMU,other,other,560,21,32,-0.010504977352726513,background,,False
C19,C50,HATU,DCMT,other,other,574,21,32,-0.04035911874740833,background,,False
C19,C51,HATU,EDC-HCl,other,carbodiimide,550,21,32,0.03511662321468195,background,,False
C19,C52,HATU,EDC-HCl,other,carbodiimide,571,21,32,-0.008111055365796094,background,,False
C19,C53,HATU,EDC-HCl,other,carbodiimide,566,21,32,0.021443278840652613,background,,False
C19,C54,HATU,EDC-HCl,other,carbodiimide,566,21,32,-0.02589018229112089,background,,False
C19,C55,HATU,DCC,other,carbodiimide,549,21,31,-0.028769634681501288,background,,False
C19,C56,HATU,DCC,other,carbodiimide,571,21,32,0.01949979507188926,background,,False
C19,C57,HATU,DCC,other,carbodiimide,566,21,32,0.0314276523825219,background,,False
C19,C58,HATU,DCC,other,carbodiimide,570,21,31,-0.010158478966452555,background,,False
C19,C59,HATU,CITU,other,other,561,21,32,-0.02122443313774175,background,,False
C19,C6,HATU,TBTU,other,other,558,21,32,-0.07251452576034084,background,,False
C19,C60,HATU,EDC-HCl,other,carbodiimide,572,21,32,-0.06531720229846265,background,,False
C19,C61,HATU,PyAOP,other,other,572,21,32,-0.04134464338121174,background,,False
C19,C62,HATU,TFFH,other,haloformamidinium,571,21,32,-0.03543792430612275,background,,False
C19,C63,HATU,CDI,other,other,565,21,32,0.027177177270443914,background,,False
C19,C64,HATU,CDMT,other,other,557,21,32,-0.14510345059662783,background,,False
C19,C65,HATU,CIP,other,other,529,21,31,-0.0073187875112593614,background,,False
C19,C66,HATU,DIC,other,carbodiimide,571,21,32,-0.11459133881316806,background,,False
C19,C67,HATU,EDC-HCl,other,carbodiimide,569,21,32,-0.015040381553776544,background,,False
C19,C68,HATU,EDC-HCl,other,carbodiimide,572,21,32,0.024512929497269992,background,,False
C19,C69,HATU,EDC-HCl,other,carbodiimide,565,21,32,-0.004518291830292537,background,,False
C19,C7,HATU,HDMC,other,other,557,21,32,-0.09664463414036042,background,,False
C19,C70,HATU,DCC,other,carbodiimide,566,21,32,0.0757677930935711,background,,False
C19,C71,HATU,DCC,other,carbodiimide,568,21,32,0.0036457687385281767,background,,False
C19,C72,HATU,IBCF,other,other,546,21,32,-0.05440742670156401,background,,False
C19,C73,HATU,DCC,other,carbodiimide,551,21,32,-0.013817953714012648,background,,False
C19,C74,HATU,EDC-HCl,other,carbodiimide,571,21,32,-0.09040341648265346,background,,False
C19,C76,HATU,TCFH,other,haloformamidinium,570,21,32,-0.02267071849843666,background,,False
C19,C77,HATU,DCC,other,carbodiimide,573,21,32,-0.023273221760727103,background,,False
C19,C78,HATU,DCC,other,carbodiimide,571,21,32,-0.12213432882857385,background,,False
C19,C79,HATU,DCC,other,carbodiimide,569,21,32,-0.043001600225080115,background,,False
C19,C8,HATU,TCTU,other,other,553,21,32,-0.08608802709887123,background,,False
C19,C80,HATU,DCC,other,carbodiimide,557,21,32,-0.08365999527126561,background,,False
C19,C81,HATU,DCC,other,carbodiimide,539,20,31,-0.06571343283539213,background,,False
C19,C82,HATU,DCC,other,carbodiimide,563,21,32,-0.01257743808707823,background,,False
C19,C83,HATU,DIC,other,carbodiimide,564,21,31,-0.10481172213519495,background,,False
C19,C84,HATU,DIC,other,carbodiimide,572,21,32,-0.04681484894535169,background,,False
C19,C85,HATU,DIC,other,carbodiimide,570,21,32,-0.0651441517194372,background,,False
C19,C86,HATU,DIC,other,carbodiimide,573,21,32,-0.07114958897830327,background,,False
C19,C87,HATU,EDC-HCl,other,carbodiimide,572,21,32,0.013036511984223731,background,,False
C19,C88,HATU,EDC-HCl,other,carbodiimide,560,21,32,-0.10971442702587765,background,,False
C19,C89,HATU,EDC-HCl,other,carbodiimide,551,20,32,-0.06305399214021667,background,,False
C19,C9,HATU,TDBTU,other,other,539,21,31,-0.05120224002157031,background,,False
C19,C90,HATU,EDC-HCl,other,carbodiimide,566,21,32,-0.07103437447241051,background,,False
C19,C91,HATU,EDC-HCl,other,carbodiimide,569,21,32,-0.07631979294451122,background,,False
C19,C92,HATU,HATU,other,other,574,21,32,-0.012113388143647541,background,,False
C19,C93,HATU,TPTU,other,other,568,21,32,-0.013272901920266492,background,,False
C19,C94,HATU,HBPYU,other,other,574,21,31,-0.0057443515300857895,background,,False
C19,C95,HATU,IIDQ,other,quinoline,572,21,31,-0.12407439531000208,background,,False
C19,C96,HATU,TOTU,other,other,544,21,32,-0.06647443787050245,background,,False
C2,C20,TFFH,HATU,haloformamidinium,other,566,21,32,-0.05555000481034639,background,,False
C2,C21,TFFH,HBTU,haloformamidinium,other,567,21,32,-0.03943901088866458,background,,False
C2,C22,TFFH,HBTU,haloformamidinium,other,561,21,32,-0.0669377214892366,background,,False
C2,C23,TFFH,HCTU,haloformamidinium,other,564,21,32,-0.08082972783681891,background,,False
C2,C24,TFFH,TOTU,haloformamidinium,other,557,21,32,-0.012620761791140134,background,,False
C2,C25,TFFH,EDC-HCl,haloformamidinium,carbodiimide,528,21,31,0.05406829568884787,background,,False
C2,C26,TFFH,EDC-HCl,haloformamidinium,carbodiimide,564,21,32,0.006546726125243013,background,,False
C2,C27,TFFH,EDC-HCl,haloformamidinium,carbodiimide,560,21,32,0.02981397798355223,background,,False
C2,C28,TFFH,EDC-HCl,haloformamidinium,carbodiimide,564,21,32,0.0018091925077365067,background,,False
C2,C29,TFFH,DCC,haloformamidinium,carbodiimide,542,21,32,0.010173647074706025,background,,False
C2,C3,TFFH,BTFFH,haloformamidinium,haloformamidinium,558,21,31,0.06116565504084236,background,,False
C2,C30,TFFH,DCC,haloformamidinium,carbodiimide,558,21,32,0.017949781577387303,background,,False
C2,C31,TFFH,DCC,haloformamidinium,carbodiimide,565,21,32,0.03670857026111199,background,,False
C2,C32,TFFH,DCC,haloformamidinium,carbodiimide,562,21,32,1.345091732435355e-05,background,,False
C2,C33,TFFH,PyAOP,haloformamidinium,other,549,21,32,-0.040821847152298196,background,,False
C2,C34,TFFH,PyAOP,haloformamidinium,other,564,21,32,-0.02942588577660238,background,,False
C2,C35,TFFH,PyBOP,haloformamidinium,other,565,21,32,-0.06795889877947214,background,,False
C2,C36,TFFH,PyBOP,haloformamidinium,other,562,21,32,-0.04040131703978911,background,,False
C2,C37,TFFH,PyOxim,haloformamidinium,other,567,21,32,-0.0915215852837627,background,,False
C2,C38,TFFH,PyBrOP,haloformamidinium,other,562,21,32,-0.0024325495563832424,background,,False
C2,C39,TFFH,PyBrOP,haloformamidinium,other,554,21,32,-0.006488684831178031,background,,False
C2,C4,TFFH,DCMT,haloformamidinium,other,563,21,31,-0.026956371319323845,background,,False
C2,C40,TFFH,PyClocK,haloformamidinium,other,563,21,32,-0.046764938600590444,background,,False
C2,C41,TFFH,EEDQ,haloformamidinium,quinoline,557,21,32,-0.12494602770309653,target,0.12494602770309653,True
C2,C42,TFFH,DEPBT,haloformamidinium,other,563,21,32,-0.10927137940023818,background,,False
C2,C43,TFFH,DPP-Cl,haloformamidinium,other,563,21,32,0.0019510050321239272,background,,False
C2,C44,TFFH,DMTMM,haloformamidinium,other,564,21,31,-0.02588818180942541,background,,False
C2,C45,TFFH,PyCIU,haloformamidinium,other,564,21,32,-0.013974641045857189,background,,False
C2,C46,TFFH,BOPCl,haloformamidinium,other,561,21,32,-0.03234447129236201,background,,False
C2,C47,TFFH,EDC-HCl,haloformamidinium,carbodiimide,560,21,32,0.0027821455460451255,background,,False
C2,C48,TFFH,TFFH,haloformamidinium,haloformamidinium,564,21,31,-0.00829860518361002,background,,False
C2,C49,TFFH,BTFFH,haloformamidinium,haloformamidinium,530,21,31,0.0547004042608209,background,,False
C2,C5,TFFH,COMU,haloformamidinium,other,553,21,32,0.018305823692971346,background,,False
C2,C50,TFFH,DCMT,haloformamidinium,other,565,21,32,-0.02456035691451216,background,,False
C2,C51,TFFH,EDC-HCl,haloformamidinium,carbodiimide,541,21,32,0.061045154350205584,background,,False
C2,C52,TFFH,EDC-HCl,haloformamidinium,carbodiimide,562,21,32,0.018986952466444967,background,,False
C2,C53,TFFH,EDC-HCl,haloformamidinium,carbodiimide,557,21,32,0.03783046614892294,background,,False
C2,C54,TFFH,EDC-HCl,haloformamidinium,carbodiimide,557,21,32,-0.008252345070991776,background,,False
C2,C55,TFFH,DCC,haloformamidinium,carbodiimide,541,21,31,0.012653904041589274,background,,False
C2,C56,TFFH,DCC,haloformamidinium,carbodiimide,562,21,32,0.04069984450087413,background,,False
C2,C57,TFFH,DCC,haloformamidinium,carbodiimide,558,21,32,0.05328309580175711,background,,False
C2,C58,TFFH,DCC,haloformamidinium,carbodiimide,562,21,31,0.01291757761563564,background,,False
C2,C59,TFFH,CITU,haloformamidinium,other,553,21,32,0.0061228144277936936,background,,False
C2,C6,TFFH,TBTU,haloformamidinium,other,551,21,32,-0.04959265690235648,background,,False
C2,C60,TFFH,EDC-HCl,haloformamidinium,carbodiimide,563,21,32,-0.04735493115957368,background,,False
C2,C61,TFFH,PyAOP,haloformamidinium,other,563,21,32,-0.01973015323978522,background,,False
C2,C62,TFFH,TFFH,haloformamidinium,haloformamidinium,563,21,32,-0.019572254361894376,background,,False
C2,C63,TFFH,CDI,haloformamidinium,other,556,21,32,0.04154285829727414,background,,False
C2,C64,TFFH,CDMT,haloformamidinium,other,547,21,32,-0.13902413716116985,background,,False
C2,C65,TFFH,CIP,haloformamidinium,other,523,21,31,0.012696626430661818,background,,False
C2,C66,TFFH,DIC,haloformamidinium,carbodiimide,563,21,32,-0.09586388775207344,background,,False
C2,C67,TFFH,EDC-HCl,haloformamidinium,carbodiimide,560,21,32,0.009419452126668754,background,,False
C2,C68,TFFH,EDC-HCl,haloformamidinium,carbodiimide,564,21,32,0.04546349341004055,background,,False
C2,C69,TFFH,EDC-HCl,haloformamidinium,carbodiimide,556,21,32,0.007645689931820743,background,,False
C2,C7,TFFH,HDMC,haloformamidinium,other,551,21,32,-0.07918516071611736,background,,False
C2,C70,TFFH,DCC,haloformamidinium,carbodiimide,558,21,32,0.0961711420244418,background,,False
C2,C71,TFFH,DCC,haloformamidinium,carbodiimide,559,21,32,0.024956827949714794,background,,False
C2,C72,TFFH,IBCF,haloformamidinium,other,538,21,31,-0.031108470126773036,background,,False
C2,C73,TFFH,DCC,haloformamidinium,carbodiimide,543,21,32,0.006655216310881118,background,,False
C2,C74,TFFH,EDC-HCl,haloformamidinium,carbodiimide,562,21,32,-0.06929127215458075,background,,False
C2,C76,TFFH,TCFH,haloformamidinium,haloformamidinium,562,21,32,-0.00643067834103399,background,,False
C2,C77,TFFH,DCC,haloformamidinium,carbodiimide,564,21,32,-0.008089132705323313,background,,False
C2,C78,TFFH,DCC,haloformamidinium,carbodiimide,562,21,32,-0.10838313313807157,background,,False
C2,C79,TFFH,DCC,haloformamidinium,carbodiimide,560,21,32,-0.024626548978847196,background,,False
C2,C8,TFFH,TCTU,haloformamidinium,other,548,21,32,-0.06741557105049933,background,,False
C2,C80,TFFH,DCC,haloformamidinium,carbodiimide,550,21,32,-0.0759630989396124,background,,False
C2,C81,TFFH,DCC,haloformamidinium,carbodiimide,531,20,31,-0.06627049913454541,background,,False
C2,C82,TFFH,DCC,haloformamidinium,carbodiimide,554,21,32,-0.00016034887622206478,background,,False
C2,C83,TFFH,DIC,haloformamidinium,carbodiimide,556,21,31,-0.07978780010707404,background,,False
C2,C84,TFFH,DIC,haloformamidinium,carbodiimide,563,21,32,-0.024191012749713303,background,,False
C2,C85,TFFH,DIC,haloformamidinium,carbodiimide,561,21,32,-0.04443052914790835,background,,False
C2,C86,TFFH,DIC,haloformamidinium,carbodiimide,564,21,32,-0.04982877363700322,background,,False
