cond_x,cond_y,activator_x,activator_y,family_x,family_y,n_subpairs,n_acids_hetero,n_acids_nonarom,diff_enumeration_order,group,diff_oriented,is_target
C10,C11,TNTU,TPTU,other,other,560,21,32,-0.012754003632750033,background,,False
C10,C12,TNTU,TSTU,other,other,562,21,32,-0.012415691825281818,background,,False
C10,C13,TNTU,EDC-HCl,other,carbodiimide,565,21,32,-0.07639462964562482,background,,False
C10,C14,TNTU,BOP,other,other,565,20,32,-0.07389362557482454,background,,False
C10,C15,TNTU,PyClOP,other,other,569,21,32,-0.051259444039536195,background,,False
C10,C16,TNTU,PyClOP,other,other,562,21,32,-0.052266756302577974,background,,False
C10,C17,TNTU,(EtO)2P(O)CN,other,other,540,21,31,-0.044254811527185384,background,,False
C10,C18,TNTU,FDPP,other,other,566,21,32,-0.013882911825399205,background,,False
C10,C19,TNTU,HATU,other,other,570,21,32,-0.0068091199391158985,background,,False
C10,C2,TNTU,TFFH,other,haloformamidinium,562,21,32,-0.029593467523941375,background,,False
C10,C20,TNTU,HATU,other,other,569,21,32,-0.080887075424118,background,,False
C10,C21,TNTU,HBTU,other,other,570,21,32,-0.06602711111922888,background,,False
C10,C22,TNTU,HBTU,other,other,564,21,32,-0.09848512221889977,background,,False
C10,C23,TNTU,HCTU,other,other,567,21,32,-0.1078788654237623,background,,False
C10,C24,TNTU,TOTU,other,other,560,21,32,-0.03876644686774122,background,,False
C10,C25,TNTU,EDC-HCl,other,carbodiimide,532,21,31,0.031907704968752185,background,,False
C10,C26,TNTU,EDC-HCl,other,carbodiimide,567,21,32,-0.020222789478990873,background,,False
C10,C27,TNTU,EDC-HCl,other,carbodiimide,563,21,32,0.000474621368579503,background,,False
C10,C28,TNTU,EDC-HCl,other,carbodiimide,567,21,32,-0.03005175485919074,background,,False
C10,C29,TNTU,DCC,other,carbodiimide,547,21,32,-0.016223906739043864,background,,False
C10,C3,TNTU,BTFFH,other,haloformamidinium,557,21,31,0.0332005541522569,background,,False
C10,C30,TNTU,DCC,other,carbodiimide,561,21,32,-0.015120181279483037,background,,False
C10,C31,TNTU,DCC,other,carbodiimide,568,21,32,0.007042026928209856,background,,False
C10,C32,TNTU,DCC,other,carbodiimide,565,21,32,-0.02971845498166714,background,,False
C10,C33,TNTU,PyAOP,other,other,552,21,32,-0.0657342292542624,background,,False
C10,C34,TNTU,PyAOP,other,other,567,21,32,-0.0553510487692673,background,,False
C10,C35,TNTU,PyBOP,other,other,567,21,32,-0.09036943204965334,background,,False
C10,C36,TNTU,PyBOP,other,other,565,21,32,-0.06667697340995057,background,,False
C10,C37,TNTU,PyOxim,other,other,570,21,32,-0.11834241791644773,background,,False
C10,C38,TNTU,PyBrOP,other,other,565,21,32,-0.026694752794373278,background,,False
C10,C39,TNTU,PyBrOP,other,other,558,21,32,-0.026380101182225252,background,,False
C10,C4,TNTU,DCMT,other,other,564,21,31,-0.03827693633659243,background,,False
C10,C40,TNTU,PyClocK,other,other,566,21,32,-0.06980580530501702,background,,False
C10,C41,TNTU,EEDQ,other,quinoline,560,21,32,-0.15262230390695783,background,,False
C10,C42,TNTU,DEPBT,other,other,566,21,32,-0.13226391195708959,background,,False
C10,C43,TNTU,DPP-Cl,other,other,566,21,32,-0.024384330538431587,background,,False
C10,C44,TNTU,DMTMM,other,other,567,21,31,-0.03543812257565715,background,,False
C10,C45,TNTU,PyCIU,other,other,567,21,32,-0.03769879195001648,background,,False
C10,C46,TNTU,BOPCl,other,other,564,21,32,-0.05624814684891716,background,,False
C10,C47,TNTU,EDC-HCl,other,carbodiimide,563,21,32,-0.021491631478081724,background,,False
C10,C48,TNTU,TFFH,other,haloformamidinium,568,21,31,-0.018166651190656635,background,,False
C10,C49,TNTU,BTFFH,other,haloformamidinium,532,21,31,0.0419008335715221,background,,False
C10,C5,TNTU,COMU,other,other,554,21,32,-0.016915279313337195,background,,False
C10,C50,TNTU,DCMT,other,other,568,21,32,-0.049427816834340804,background,,False
C10,C51,TNTU,EDC-HCl,other,carbodiimide,546,21,32,0.035897370211314006,background,,False
C10,C52,TNTU,EDC-HCl,other,carbodiimide,565,21,32,-0.004859216467907428,background,,False
C10,C53,TNTU,EDC-HCl,other,carbodiimide,560,21,32,0.015838291142961147,background,,False
C10,C54,TNTU,EDC-HCl,other,carbodiimide,560,21,32,-0.034084975419062684,background,,False
C10,C55,TNTU,DCC,other,carbodiimide,544,21,31,-0.02186976736623472,background,,False
C10,C56,TNTU,DCC,other,carbodiimide,565,21,32,0.013744698690550339,background,,False
C10,C57,TNTU,DCC,other,carbodiimide,560,21,32,0.026401834694509595,background,,False
C10,C58,TNTU,DCC,other,carbodiimide,564,21,31,-0.004263374638008421,background,,False
C10,C59,TNTU,CITU,other,other,556,21,32,-0.026501704077459207,background,,False
C10,C6,TNTU,TBTU,other,other,552,21,32,-0.07662081971779533,background,,False
C10,C60,TNTU,EDC-HCl,other,carbodiimide,566,21,32,-0.07544500102040452,background,,False
C10,C61,TNTU,PyAOP,other,other,566,21,32,-0.04621508724795653,background,,False
C10,C62,TNTU,TFFH,other,haloformamidinium,565,21,32,-0.05199206340567458,background,,False
C10,C63,TNTU,CDI,other,other,559,21,32,0.019898462196628303,background,,False
C10,C64,TNTU,CDMT,other,other,550,21,32,-0.15584914435634023,background,,False
C10,C65,TNTU,CIP,other,other,524,21,31,-0.007202010114923163,background,,False
C10,C66,TNTU,DIC,other,carbodiimide,565,21,32,-0.12328964018545241,background,,False
C10,C67,TNTU,EDC-HCl,other,carbodiimide,565,21,32,-0.022565532206148313,background,,False
C10,C68,TNTU,EDC-HCl,other,carbodiimide,567,21,32,0.015328893864586935,background,,False
C10,C69,TNTU,EDC-HCl,other,carbodiimide,559,21,32,-0.012962589570732423,background,,False
C10,C7,TNTU,HDMC,other,other,551,21,32,-0.10456398084879098,background,,False
C10,C70,TNTU,DCC,other,carbodiimide,560,21,32,0.0606860601296884,background,,False
C10,C71,TNTU,DCC,other,carbodiimide,562,21,32,-0.006734968581270671,background,,False
C10,C72,TNTU,IBCF,other,other,541,21,32,-0.062071079929967465,background,,False
C10,C73,TNTU,DCC,other,carbodiimide,544,21,32,-0.020789115982547974,background,,False
C10,C74,TNTU,EDC-HCl,other,carbodiimide,565,21,32,-0.09695806316268954,background,,False
C10,C76,TNTU,TCFH,other,haloformamidinium,564,21,32,-0.03209300935483497,background,,False
C10,C77,TNTU,DCC,other,carbodiimide,567,21,32,-0.032321824648756076,background,,False
C10,C78,TNTU,DCC,other,carbodiimide,565,21,32,-0.1332453218471294,background,,False
C10,C79,TNTU,DCC,other,carbodiimide,563,21,32,-0.05703313143326666,background,,False
C10,C8,TNTU,TCTU,other,other,547,21,32,-0.09220964583496563,background,,False
C10,C80,TNTU,DCC,other,carbodiimide,551,21,32,-0.0996574060032795,background,,False
C10,C81,TNTU,DCC,other,carbodiimide,533,20,31,-0.06359022533282023,background,,False
C10,C82,TNTU,DCC,other,carbodiimide,557,21,32,-0.023454594688910757,background,,False
C10,C83,TNTU,DIC,other,carbodiimide,559,21,31,-0.09808819043435094,background,,False
C10,C84,TNTU,DIC,other,carbodiimide,566,21,32,-0.05173740831068238,background,,False
C10,C85,TNTU,DIC,other,carbodiimide,564,21,32,-0.06992418255273221,background,,False
C10,C86,TNTU,DIC,other,carbodiimide,567,21,32,-0.07519899181575765,background,,False
C10,C87,TNTU,EDC-HCl,other,carbodiimide,565,21,32,0.0034935445279357033,background,,False
C10,C88,TNTU,EDC-HCl,other,carbodiimide,555,21,32,-0.11353434062650336,background,,False
C10,C89,TNTU,EDC-HCl,other,carbodiimide,545,20,32,-0.06164157851559385,background,,False
C10,C9,TNTU,TDBTU,other,other,534,21,31,-0.0363326628298698,background,,False
C10,C90,TNTU,EDC-HCl,other,carbodiimide,560,21,32,-0.07324808326325746,background,,False
C10,C91,TNTU,EDC-HCl,other,carbodiimide,564,21,32,-0.08297280620245029,background,,False
C10,C92,TNTU,HATU,other,other,568,21,32,-0.016822226043418216,background,,False
C10,C93,TNTU,TPTU,other,other,562,21,32,-0.011627262604502975,background,,False
C10,C94,TNTU,HBPYU,other,other,568,21,31,-0.01148076605269454,background,,False
C10,C95,TNTU,IIDQ,other,quinoline,566,21,31,-0.1274613408706875,background,,False
C10,C96,TNTU,TOTU,other,other,539,21,32,-0.07826527804272662,background,,False
C11,C12,TPTU,TSTU,other,other,557,21,32,-0.005056486843593694,background,,False
C11,C13,TPTU,EDC-HCl,other,carbodiimide,561,21,32,-0.059363409580959155,background,,False
C11,C14,TPTU,BOP,other,other,561,20,32,-0.07657642334835224,background,,False
C11,C15,TPTU,PyClOP,other,other,565,21,32,-0.03661872111086639,background,,False
C11,C16,TPTU,PyClOP,other,other,558,21,32,-0.0373447551147677,background,,False
C11,C17,TPTU,(EtO)2P(O)CN,other,other,536,21,31,-0.03254912527821652,background,,False
C11,C18,TPTU,FDPP,other,other,562,21,32,4.639420377618164e-05,background,,False
C11,C19,TPTU,HATU,other,other,566,21,32,0.00893162860216368,background,,False
C11,C2,TPTU,TFFH,other,haloformamidinium,558,21,32,-0.014545343383962461,background,,False
C11,C20,TPTU,HATU,other,other,565,21,32,-0.06517217970841288,background,,False
C11,C21,TPTU,HBTU,other,other,566,21,32,-0.051153647095439264,background,,False
C11,C22,TPTU,HBTU,other,other,561,21,32,-0.08189143248386538,background,,False
C11,C23,TPTU,HCTU,other,other,563,21,32,-0.0932517069840114,background,,False
C11,C24,TPTU,TOTU,other,other,556,21,32,-0.02577120042856977,background,,False
C11,C25,TPTU,EDC-HCl,other,carbodiimide,529,21,31,0.046006280975249725,background,,False
C11,C26,TPTU,EDC-HCl,other,carbodiimide,563,21,32,-0.004163761825208834,background,,False
C11,C27,TPTU,EDC-HCl,other,carbodiimide,559,21,32,0.010299529677003816,background,,False
C11,C28,TPTU,EDC-HCl,other,carbodiimide,563,21,32,-0.01619594107960695,background,,False
C11,C29,TPTU,DCC,other,carbodiimide,541,21,32,-0.002394673602313102,background,,False
C11,C3,TPTU,BTFFH,other,haloformamidinium,553,21,31,0.04149792518099943,background,,False
C11,C30,TPTU,DCC,other,carbodiimide,558,21,32,0.004020550640178172,background,,False
C11,C31,TPTU,DCC,other,carbodiimide,563,21,32,0.015069241444136017,background,,False
C11,C32,TPTU,DCC,other,carbodiimide,561,21,32,-0.014605361704981917,background,,False
C11,C33,TPTU,PyAOP,other,other,549,21,32,-0.05703314349480703,background,,False
C11,C34,TPTU,PyAOP,other,other,563,21,32,-0.042174096105840275,background,,False
C11,C35,TPTU,PyBOP,other,other,563,21,32,-0.07580084520519433,background,,False
C11,C36,TPTU,PyBOP,other,other,562,21,32,-0.05427434062951021,background,,False
C11,C37,TPTU,PyOxim,other,other,566,21,32,-0.10420947282315123,background,,False
C11,C38,TPTU,PyBrOP,other,other,561,21,32,-0.01575008281823692,background,,False
C11,C39,TPTU,PyBrOP,other,other,553,21,32,-0.019943709929800657,background,,False
C11,C4,TPTU,DCMT,other,other,559,21,31,-0.023676928207183978,background,,False
C11,C40,TPTU,PyClocK,other,other,562,21,32,-0.05688371809744473,background,,False
C11,C41,TPTU,EEDQ,other,quinoline,555,21,32,-0.14865346648151406,background,,False
C11,C42,TPTU,DEPBT,other,other,562,21,32,-0.12086689779075256,background,,False
C11,C43,TPTU,DPP-Cl,other,other,562,21,32,-0.012381407013871193,background,,False
C11,C44,TPTU,DMTMM,other,other,563,21,31,-0.02227077885545692,background,,False
C11,C45,TPTU,PyCIU,other,other,563,21,32,-0.02273710107716792,background,,False
C11,C46,TPTU,BOPCl,other,other,560,21,32,-0.042579237843047846,background,,False
C11,C47,TPTU,EDC-HCl,other,carbodiimide,559,21,32,-0.008657918952470811,background,,False
C11,C48,TPTU,TFFH,other,haloformamidinium,563,21,31,-0.0021981518421723134,background,,False
C11,C49,TPTU,BTFFH,other,haloformamidinium,529,21,31,0.049604010434821044,background,,False
C11,C5,TPTU,COMU,other,other,551,21,32,-0.0008622571290483327,background,,False
C11,C50,TPTU,DCMT,other,other,564,21,32,-0.034816328671922636,background,,False
C11,C51,TPTU,EDC-HCl,other,carbodiimide,540,21,32,0.052603413082769224,background,,False
C11,C52,TPTU,EDC-HCl,other,carbodiimide,561,21,32,-0.0008313858420882919,background,,False
C11,C53,TPTU,EDC-HCl,other,carbodiimide,556,21,32,0.021151155930172222,background,,False
C11,C54,TPTU,EDC-HCl,other,carbodiimide,556,21,32,-0.020219357867126503,background,,False
C11,C55,TPTU,DCC,other,carbodiimide,539,21,31,-0.014621388236621402,background,,False
C11,C56,TPTU,DCC,other,carbodiimide,561,21,32,0.03047402022193793,background,,False
C11,C57,TPTU,DCC,other,carbodiimide,557,21,32,0.0374251514949864,background,,False
C11,C58,TPTU,DCC,other,carbodiimide,560,21,31,0.006944680869873432,background,,False
C11,C59,TPTU,CITU,other,other,551,21,32,-0.0164583382846612,background,,False
C11,C6,TPTU,TBTU,other,other,549,21,32,-0.06195845903884205,background,,False
C11,C60,TPTU,EDC-HCl,other,carbodiimide,562,21,32,-0.05795951343285004,background,,False
C11,C61,TPTU,PyAOP,other,other,562,21,32,-0.03735673347315923,background,,False
C11,C62,TPTU,TFFH,other,haloformamidinium,561,21,32,-0.035217289638996396,background,,False
C11,C63,TPTU,CDI,other,other,555,21,32,0.03339229165902402,background,,False
C11,C64,TPTU,CDMT,other,other,546,21,32,-0.13454855509258234,background,,False
C11,C65,TPTU,CIP,other,other,520,21,31,0.010804350886121028,background,,False
C11,C66,TPTU,DIC,other,carbodiimide,561,21,32,-0.10427732319439342,background,,False
C11,C67,TPTU,EDC-HCl,other,carbodiimide,559,21,32,-0.008094567804520642,background,,False
C11,C68,TPTU,EDC-HCl,other,carbodiimide,562,21,32,0.026721743057825514,background,,False
C11,C69,TPTU,EDC-HCl,other,carbodiimide,555,21,32,0.001162722017587381,background,,False
C11,C7,TPTU,HDMC,other,other,547,21,32,-0.0858929347395932,background,,False
C11,C70,TPTU,DCC,other,carbodiimide,556,21,32,0.07819828314515043,background,,False
C11,C71,TPTU,DCC,other,carbodiimide,558,21,32,0.009671346042046558,background,,False
C11,C72,TPTU,IBCF,other,other,536,21,32,-0.04484852707249182,background,,False
C11,C73,TPTU,DCC,other,carbodiimide,540,21,32,-0.003979892821247555,background,,False
C11,C74,TPTU,EDC-HCl,other,carbodiimide,561,21,32,-0.08133975136919953,background,,False
C11,C76,TPTU,TCFH,other,haloformamidinium,560,21,32,-0.018716606346757814,background,,False
C11,C77,TPTU,DCC,other,carbodiimide,563,21,32,-0.022835001284608025,background,,False
C11,C78,TPTU,DCC,other,carbodiimide,561,21,32,-0.1187847534292375,background,,False
C11,C79,TPTU,DCC,other,carbodiimide,560,21,32,-0.03439301006102651,background,,False
C11,C8,TPTU,TCTU,other,other,543,21,32,-0.07579531261129147,background,,False
C11,C80,TPTU,DCC,other,carbodiimide,547,21,32,-0.07179539117813845,background,,False
C11,C81,TPTU,DCC,other,carbodiimide,529,20,31,-0.0617683577787835,background,,False
C11,C82,TPTU,DCC,other,carbodiimide,553,21,32,-0.008755645446632265,background,,False
C11,C83,TPTU,DIC,other,carbodiimide,554,21,31,-0.08558991579261208,background,,False
C11,C84,TPTU,DIC,other,carbodiimide,562,21,32,-0.03651571201091934,background,,False
C11,C85,TPTU,DIC,other,carbodiimide,560,21,32,-0.05530477329535697,background,,False
C11,C86,TPTU,DIC,other,carbodiimide,563,21,32,-0.06214134771263677,background,,False
C11,C87,TPTU,EDC-HCl,other,carbodiimide,561,21,32,0.018749058630087162,background,,False
C11,C88,TPTU,EDC-HCl,other,carbodiimide,550,21,32,-0.09667102255616819,background,,False
C11,C89,TPTU,EDC-HCl,other,carbodiimide,541,20,32,-0.048782391315952536,background,,False
C11,C9,TPTU,TDBTU,other,other,531,21,31,-0.0277498268943382,background,,False
C11,C90,TPTU,EDC-HCl,other,carbodiimide,556,21,32,-0.060797027794511654,background,,False
C11,C91,TPTU,EDC-HCl,other,carbodiimide,559,21,32,-0.06662064937305849,background,,False
C11,C92,TPTU,HATU,other,other,564,21,32,-0.005470381409181185,background,,False
C11,C93,TPTU,TPTU,other,other,560,21,32,-0.004280301366526267,background,,False
C11,C94,TPTU,HBPYU,other,other,564,21,31,0.004119388672951918,background,,False
C11,C95,TPTU,IIDQ,other,quinoline,562,21,31,-0.11284107439381963,background,,False
C11,C96,TPTU,TOTU,other,other,535,21,32,-0.05788612189232484,background,,False
C12,C13,TSTU,EDC-HCl,other,carbodiimide,562,21,32,-0.05474764642691085,background,,False
C12,C14,TSTU,BOP,other,other,562,20,32,-0.06065252011401187,background,,False
C12,C15,TSTU,PyClOP,other,other,566,21,32,-0.029375520562278573,background,,False
C12,C16,TSTU,PyClOP,other,other,559,21,32,-0.029524059684981466,background,,False
C12,C17,TSTU,(EtO)2P(O)CN,other,other,537,21,31,-0.029833834250489494,background,,False
C12,C18,TSTU,FDPP,other,other,563,21,32,0.0006651299031809887,background,,False
C12,C19,TSTU,HATU,other,other,567,21,32,0.008073487805871249,background,,False
C12,C2,TSTU,TFFH,other,haloformamidinium,558,21,32,-0.0047526031373270605,background,,False
C12,C20,TSTU,HATU,other,other,566,21,32,-0.0697598101319809,background,,False
C12,C21,TSTU,HBTU,other,other,567,21,32,-0.04756995563221386,background,,False
C12,C22,TSTU,HBTU,other,other,561,21,32,-0.0714786120218796,background,,False
C12,C23,TSTU,HCTU,other,other,564,21,32,-0.08396311416162355,background,,False
C12,C24,TSTU,TOTU,other,other,557,21,32,-0.022583575503404826,background,,False
C12,C25,TSTU,EDC-HCl,other,carbodiimide,528,21,31,0.04498085190580263,background,,False
C12,C26,TSTU,EDC-HCl,other,carbodiimide,564,21,32,0.0035167457787118883,background,,False
C12,C27,TSTU,EDC-HCl,other,carbodiimide,561,21,32,0.017137633412924673,background,,False
C12,C28,TSTU,EDC-HCl,other,carbodiimide,564,21,32,-0.007488785363467314,background,,False
C12,C29,TSTU,DCC,other,carbodiimide,543,21,32,0.00930430632001375,background,,False
C12,C3,TSTU,BTFFH,other,haloformamidinium,555,21,31,0.05378387082986074,background,,False
C12,C30,TSTU,DCC,other,carbodiimide,559,21,32,0.009117244154623193,background,,False
C12,C31,TSTU,DCC,other,carbodiimide,567,21,32,0.020242055893716446,background,,False
C12,C32,TSTU,DCC,other,carbodiimide,562,21,32,-0.01199459257903757,background,,False
C12,C33,TSTU,PyAOP,other,other,551,21,32,-0.05483463055794571,background,,False
C12,C34,TSTU,PyAOP,other,other,564,21,32,-0.039002706906189816,background,,False
C12,C35,TSTU,PyBOP,other,other,564,21,32,-0.07675683844181039,background,,False
C12,C36,TSTU,PyBOP,other,other,562,21,32,-0.055262177834874,background,,False
C12,C37,TSTU,PyOxim,other,other,567,21,32,-0.10330361874287047,background,,False
C12,C38,TSTU,PyBrOP,other,other,562,21,32,-0.006513356526463648,background,,False
C12,C39,TSTU,PyBrOP,other,other,555,21,32,-0.007874653590463077,background,,False
C12,C4,TSTU,DCMT,other,other,560,21,31,-0.016296416821208137,background,,False
C12,C40,TSTU,PyClocK,other,other,563,21,32,-0.054730289810481614,background,,False
C12,C41,TSTU,EEDQ,other,quinoline,557,21,32,-0.13181844951674215,background,,False
C12,C42,TSTU,DEPBT,other,other,563,21,32,-0.11830713013028361,background,,False
C12,C43,TSTU,DPP-Cl,other,other,563,21,32,-0.004513225536647514,background,,False
C12,C44,TSTU,DMTMM,other,other,564,21,31,-0.013791098265061724,background,,False
C12,C45,TSTU,PyCIU,other,other,564,21,32,-0.017821268241817928,background,,False
C12,C46,TSTU,BOPCl,other,other,561,21,32,-0.03766701540704617,background,,False
C12,C47,TSTU,EDC-HCl,other,carbodiimide,560,21,32,-0.0011345733282817072,background,,False
C12,C48,TSTU,TFFH,other,haloformamidinium,564,21,31,0.0021692326257107264,background,,False
C12,C49,TSTU,BTFFH,other,haloformamidinium,529,21,31,0.05403611886921315,background,,False
C12,C5,TSTU,COMU,other,other,552,21,32,0.003344323882213904,background,,False
C12,C50,TSTU,DCMT,other,other,565,21,32,-0.025057879369456082,background,,False
C12,C51,TSTU,EDC-HCl,other,carbodiimide,541,21,32,0.05897445793248664,background,,False
C12,C52,TSTU,EDC-HCl,other,carbodiimide,562,21,32,0.005729033347463858,background,,False
C12,C53,TSTU,EDC-HCl,other,carbodiimide,560,21,32,0.02932665636458108,background,,False
C12,C54,TSTU,EDC-HCl,other,carbodiimide,557,21,32,-0.012331797483938225,background,,False
C12,C55,TSTU,DCC,other,carbodiimide,540,21,31,0.004810480147968921,background,,False
C12,C56,TSTU,DCC,other,carbodiimide,562,21,32,0.03099745171408507,background,,False
C12,C57,TSTU,DCC,other,carbodiimide,559,21,32,0.04364033214270874,background,,False
C12,C58,TSTU,DCC,other,carbodiimide,561,21,31,0.0039045337408052105,background,,False
C12,C59,TSTU,CITU,other,other,552,21,32,0.0023598611273206588,background,,False
C12,C6,TSTU,TBTU,other,other,550,21,32,-0.05905361865333453,background,,False
C12,C60,TSTU,EDC-HCl,other,carbodiimide,563,21,32,-0.060405735739394284,background,,False
C12,C61,TSTU,PyAOP,other,other,563,21,32,-0.0324956964650685,background,,False
C12,C62,TSTU,TFFH,other,haloformamidinium,562,21,32,-0.02633315455799423,background,,False
C12,C63,TSTU,CDI,other,other,557,21,32,0.03929429534291392,background,,False
C12,C64,TSTU,CDMT,other,other,548,21,32,-0.13522914671916522,background,,False
C12,C65,TSTU,CIP,other,other,520,21,31,0.007881972275443822,background,,False
C12,C66,TSTU,DIC,other,carbodiimide,562,21,32,-0.10822629876119402,background,,False
C12,C67,TSTU,EDC-HCl,other,carbodiimide,561,21,32,-0.006405092531372544,background,,False
C12,C68,TSTU,EDC-HCl,other,carbodiimide,564,21,32,0.03311746489077631,background,,False
C12,C69,TSTU,EDC-HCl,other,carbodiimide,557,21,32,0.0029015759778744333,background,,False
C12,C7,TSTU,HDMC,other,other,549,21,32,-0.09053487571551705,background,,False
C12,C70,TSTU,DCC,other,carbodiimide,557,21,32,0.09003893988833044,background,,False
C12,C71,TSTU,DCC,other,carbodiimide,559,21,32,0.012748730103673785,background,,False
C12,C72,TSTU,IBCF,other,other,537,21,32,-0.03454533089089423,background,,False
C12,C73,TSTU,DCC,other,carbodiimide,542,21,32,-0.002945661096694633,background,,False
C12,C74,TSTU,EDC-HCl,other,carbodiimide,562,21,32,-0.08139454773727642,background,,False
C12,C76,TSTU,TCFH,other,haloformamidinium,561,21,32,-0.008381215102446077,background,,False
C12,C77,TSTU,DCC,other,carbodiimide,564,21,32,-0.00787245846299181,background,,False
C12,C78,TSTU,DCC,other,carbodiimide,562,21,32,-0.11850105422282353,background,,False
C12,C79,TSTU,DCC,other,carbodiimide,560,21,32,-0.036904360920881646,background,,False
C12,C8,TSTU,TCTU,other,other,544,21,32,-0.0727760702512627,background,,False
C12,C80,TSTU,DCC,other,carbodiimide,548,21,32,-0.08237625637984028,background,,False
C12,C81,TSTU,DCC,other,carbodiimide,530,20,31,-0.05143704352442169,background,,False
C12,C82,TSTU,DCC,other,carbodiimide,554,21,32,-0.0007826678998925501,background,,False
C12,C83,TSTU,DIC,other,carbodiimide,555,21,31,-0.09213249037344878,background,,False
C12,C84,TSTU,DIC,other,carbodiimide,563,21,32,-0.03591923354688781,background,,False
C12,C85,TSTU,DIC,other,carbodiimide,561,21,32,-0.0590953571567473,background,,False
C12,C86,TSTU,DIC,other,carbodiimide,564,21,32,-0.06568331836139366,background,,False
C12,C87,TSTU,EDC-HCl,other,carbodiimide,562,21,32,0.023667880940158488,background,,False
C12,C88,TSTU,EDC-HCl,other,carbodiimide,551,21,32,-0.0965295304143228,background,,False
C12,C89,TSTU,EDC-HCl,other,carbodiimide,542,20,32,-0.04819662711354264,background,,False
C12,C9,TSTU,TDBTU,other,other,530,21,31,-0.016321567189885672,background,,False
C12,C90,TSTU,EDC-HCl,other,carbodiimide,557,21,32,-0.05919749470150576,background,,False
C12,C91,TSTU,EDC-HCl,other,carbodiimide,560,21,32,-0.06775327539266679,background,,False
C12,C92,TSTU,HATU,other,other,565,21,32,-0.0013790585647309363,background,,False
C12,C93,TSTU,TPTU,other,other,560,21,32,-0.0019410090975563454,background,,False
C12,C94,TSTU,HBPYU,other,other,565,21,31,0.0005387671885525441,background,,False
C12,C95,TSTU,IIDQ,other,quinoline,563,21,31,-0.11276326412792122,background,,False
C12,C96,TSTU,TOTU,other,other,535,21,32,-0.05426031645050583,background,,False
C13,C14,EDC-HCl,BOP,carbodiimide,other,567,20,32,-0.013500525859008516,background,,False
C13,C15,EDC-HCl,PyClOP,carbodiimide,other,571,21,32,0.027921155021446487,background,,False
C13,C16,EDC-HCl,PyClOP,carbodiimide,other,563,21,32,0.026800073500862498,background,,False
C13,C17,EDC-HCl,(EtO)2P(O)CN,carbodiimide,other,541,21,31,0.014190913912396907,background,,False
C13,C18,EDC-HCl,FDPP,carbodiimide,other,568,21,32,0.05955914421998108,background,,False
C13,C19,EDC-HCl,HATU,carbodiimide,other,571,21,32,0.06849544386965757,background,,False
C13,C2,EDC-HCl,TFFH,carbodiimide,haloformamidinium,562,21,32,0.04715352913152021,background,,False
C13,C20,EDC-HCl,HATU,carbodiimide,other,570,21,32,-0.00749453359579999,background,,False
C13,C21,EDC-HCl,HBTU,carbodiimide,other,571,21,32,0.007250407701197517,background,,False
C13,C22,EDC-HCl,HBTU,carbodiimide,other,566,21,32,-0.025020688314418768,background,,False
C13,C23,EDC-HCl,HCTU,carbodiimide,other,568,21,32,-0.033748751272439176,background,,False
C13,C24,EDC-HCl,TOTU,carbodiimide,other,562,21,32,0.035024392674086954,background,,False
C13,C25,EDC-HCl,EDC-HCl,carbodiimide,carbodiimide,532,21,31,0.08422561938177467,background,,False
C13,C26,EDC-HCl,EDC-HCl,carbodiimide,carbodiimide,568,21,32,0.055231707372486796,background,,False
C13,C27,EDC-HCl,EDC-HCl,carbodiimide,carbodiimide,563,21,32,0.07590492860934488,background,,False
C13,C28,EDC-HCl,EDC-HCl,carbodiimide,carbodiimide,569,21,32,0.04746470591780064,background,,False
C13,C29,EDC-HCl,DCC,carbodiimide,carbodiimide,546,21,32,0.05403614063519713,background,,False
C13,C3,EDC-HCl,BTFFH,carbodiimide,haloformamidinium,559,21,31,0.10338083441076149,background,,False
C13,C30,EDC-HCl,DCC,carbodiimide,carbodiimide,562,21,32,0.06470613695811418,background,,False
C13,C31,EDC-HCl,DCC,carbodiimide,carbodiimide,568,21,32,0.08149765315144672,background,,False
C13,C32,EDC-HCl,DCC,carbodiimide,carbodiimide,566,21,32,0.047040983999947245,background,,False
C13,C33,EDC-HCl,PyAOP,carbodiimide,other,554,21,32,0.007076963256461871,background,,False
C13,C34,EDC-HCl,PyAOP,carbodiimide,other,568,21,32,0.019124141339014557,background,,False
C13,C35,EDC-HCl,PyBOP,carbodiimide,other,569,21,32,-0.015169411997529109,background,,False
C13,C36,EDC-HCl,PyBOP,carbodiimide,other,566,21,32,0.004670677225601105,background,,False
C13,C37,EDC-HCl,PyOxim,carbodiimide,other,572,21,32,-0.04546838127928145,background,,False
C13,C38,EDC-HCl,PyBrOP,carbodiimide,other,566,21,32,0.050533229606907704,background,,False
C13,C39,EDC-HCl,PyBrOP,carbodiimide,other,558,21,32,0.038781453697565915,background,,False
C13,C4,EDC-HCl,DCMT,carbodiimide,other,564,21,31,0.04124335563970799,background,,False
C13,C40,EDC-HCl,PyClocK,carbodiimide,other,567,21,32,0.004344654837488228,background,,False
C13,C41,EDC-HCl,EEDQ,carbodiimide,quinoline,560,21,32,-0.07923981592594923,target,0.07923981592594923,True
C13,C42,EDC-HCl,DEPBT,carbodiimide,other,567,21,32,-0.06009401615736125,background,,False
C13,C43,EDC-HCl,DPP-Cl,carbodiimide,other,568,21,32,0.05128768577878423,background,,False
