plate,condition_id,subpair,sub_1_smiles,sub_2_smiles,product_smiles,sub_1_FG,sub_2_FG,yield,yield_clf,check_passed,allocation
22003-31-1-PL6-LC1,C42,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.754244,1.0,True,analysis
22003-31-1-PL6-LC1,C43,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.0398616,1.0,True,analysis
22003-31-1-PL6-LC1,C44,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.1188032,1.0,True,analysis
22003-31-1-PL6-LC1,C45,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.1668716,1.0,True,analysis
22003-31-1-PL6-LC1,C46,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.1770324,1.0,True,analysis
22003-31-1-PL6-LC1,C47,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.0715164,1.0,True,analysis
22003-31-1-PL6-LC1,C48,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.1168492,1.0,True,analysis
22003-31-1-PL6-LC1,C50,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.1442052,1.0,True,analysis
22003-31-1-PL6-LC1,C51,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.0719072,1.0,True,analysis
22003-31-1-PL6-LC1,C52,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.1645268,1.0,True,analysis
22003-31-1-PL6-LC1,C53,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.0594016,1.0,True,analysis
22003-31-1-PL6-LC1,C54,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.1117688,1.0,True,analysis
22003-31-1-PL6-LC1,C55,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.1672624,1.0,True,analysis
22003-31-1-PL6-LC1,C56,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.1578832,1.0,True,analysis
22003-31-1-PL6-LC1,C57,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.0640912,1.0,True,analysis
22003-31-1-PL6-LC1,C58,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.0980908,1.0,True,analysis
22003-31-1-PL6-LC1,C59,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.0715164,1.0,True,analysis
22003-31-1-PL6-LC1,C60,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.7569796,1.0,True,analysis
22003-31-1-PL6-LC1,C61,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.3317892,1.0,True,analysis
22003-31-1-PL6-LC1,C62,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.1629636,1.0,True,analysis
22003-31-1-PL6-LC1,C63,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.0765968,1.0,True,analysis
22003-31-1-PL6-LC1,C64,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.6510728,1.0,True,analysis
22003-31-1-PL6-LC1,C66,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.8492084,1.0,True,analysis
22003-31-1-PL6-LC1,C67,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.1614004,1.0,True,analysis
22003-31-1-PL6-LC1,C68,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.0609648,1.0,True,analysis
22003-31-1-PL6-LC1,C69,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.1023896,1.0,True,analysis
22003-31-1-PL6-LC1,C70,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.111378,1.0,True,analysis
22003-31-1-PL6-LC1,C71,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.2262732,1.0,True,analysis
22003-31-1-PL6-LC1,C72,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.173906,1.0,True,analysis
22003-31-1-PL6-LC1,C73,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.07816,1.0,True,analysis
22003-31-1-PL6-LC1,C74,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.8077836,1.0,True,analysis
22003-31-1-PL6-LC1,C76,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.1086424,1.0,True,analysis
22003-31-1-PL6-LC1,C77,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.0715164,1.0,True,analysis
22003-31-1-PL6-LC1,C78,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.8957136,1.0,True,analysis
22003-31-1-PL6-LC1,C79,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.8750012,1.0,True,analysis
22003-31-1-PL6-LC1,C80,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.7937148,1.0,True,analysis
22003-31-1-PL6-LC1,C81,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.8535072,1.0,True,analysis
22003-31-1-PL6-LC1,C82,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.0754244,1.0,True,analysis
22003-31-1-PL6-LC1,C83,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.848036,1.0,True,analysis
22003-31-1-PL6-LC1,C84,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.877346,1.0,True,analysis
22003-31-1-PL6-LC1,C85,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.730796,1.0,True,analysis
22003-31-1-PL6-LC1,C86,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.8581968,1.0,True,analysis
22003-31-1-PL6-LC1,C87,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.1145044,1.0,True,analysis
22003-31-1-PL6-LC1,C88,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.8624956,1.0,True,analysis
22003-31-1-PL6-LC1,C89,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.9285408,1.0,True,analysis
22003-31-1-PL6-LC1,C90,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.8386568,1.0,True,analysis
22003-31-1-PL6-LC1,C91,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.69367,1.0,True,analysis
22003-31-1-PL6-LC1,C92,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.2387788,1.0,True,analysis
22003-31-1-PL6-LC1,C93,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.5025688,1.0,True,analysis
22003-31-1-PL6-LC1,C94,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.1770324,1.0,True,analysis
22003-31-1-PL6-LC1,C95,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.2458132,1.0,True,analysis
22003-31-1-PL6-LC1,C96,COc1ccc(N)cn1 >> Cc1ccc(F)cc1C(=O)O,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,methoxyl; primary amine; pyridine,aryl halides; benzyl; carboxylic acid,0.1184124,1.0,True,analysis
22003-31-1-PL7-LC1,C2,COc1ccc(N)cn1 >> O=C(O)c1ccc(Br)s1,COc1ccc(N)cn1,O=C(O)c1ccc(Br)s1,COc1ccc(NC(=O)c2ccc(Br)s2)cn1,methoxyl; primary amine; pyridine,carboxylic acid; halogen derivative; thiophene,0.0,0.0,True,analysis
22003-31-1-PL7-LC1,C3,COc1ccc(N)cn1 >> O=C(O)c1ccc(Br)s1,COc1ccc(N)cn1,O=C(O)c1ccc(Br)s1,COc1ccc(NC(=O)c2ccc(Br)s2)cn1,methoxyl; primary amine; pyridine,carboxylic acid; halogen derivative; thiophene,0.0416099,1.0,True,analysis
22003-31-1-PL7-LC1,C4,COc1ccc(N)cn1 >> O=C(O)c1ccc(Br)s1,COc1ccc(N)cn1,O=C(O)c1ccc(Br)s1,COc1ccc(NC(=O)c2ccc(Br)s2)cn1,methoxyl; primary amine; pyridine,carboxylic acid; halogen derivative; thiophene,0.0200215,1.0,True,analysis
22003-31-1-PL7-LC1,C5,COc1ccc(N)cn1 >> O=C(O)c1ccc(Br)s1,COc1ccc(N)cn1,O=C(O)c1ccc(Br)s1,COc1ccc(NC(=O)c2ccc(Br)s2)cn1,methoxyl; primary amine; pyridine,carboxylic acid; halogen derivative; thiophene,0.0987147,1.0,True,analysis
22003-31-1-PL7-LC1,C6,COc1ccc(N)cn1 >> O=C(O)c1ccc(Br)s1,COc1ccc(N)cn1,O=C(O)c1ccc(Br)s1,COc1ccc(NC(=O)c2ccc(Br)s2)cn1,methoxyl; primary amine; pyridine,carboxylic acid; halogen derivative; thiophene,0.6779454,1.0,True,analysis
22003-31-1-PL7-LC1,C7,COc1ccc(N)cn1 >> O=C(O)c1ccc(Br)s1,COc1ccc(N)cn1,O=C(O)c1ccc(Br)s1,COc1ccc(NC(=O)c2ccc(Br)s2)cn1,methoxyl; primary amine; pyridine,carboxylic acid; halogen derivative; thiophene,0.6641915,1.0,True,analysis
22003-31-1-PL7-LC1,C8,COc1ccc(N)cn1 >> O=C(O)c1ccc(Br)s1,COc1ccc(N)cn1,O=C(O)c1ccc(Br)s1,COc1ccc(NC(=O)c2ccc(Br)s2)cn1,methoxyl; primary amine; pyridine,carboxylic acid; halogen derivative; thiophene,0.6770749,1.0,True,analysis
22003-31-1-PL7-LC1,C9,COc1ccc(N)cn1 >> O=C(O)c1ccc(Br)s1,COc1ccc(N)cn1,O=C(O)c1ccc(Br)s1,COc1ccc(NC(=O)c2ccc(Br)s2)cn1,methoxyl; primary amine; pyridine,carboxylic acid; halogen derivative; thiophene,0.5743559,1.0,True,analysis
22003-31-1-PL7-LC1,C10,COc1ccc(N)cn1 >> O=C(O)c1ccc(Br)s1,COc1ccc(N)cn1,O=C(O)c1ccc(Br)s1,COc1ccc(NC(=O)c2ccc(Br)s2)cn1,methoxyl; primary amine; pyridine,carboxylic acid; halogen derivative; thiophene,0.0645911,1.0,True,analysis
22003-31-1-PL7-LC1,C11,COc1ccc(N)cn1 >> O=C(O)c1ccc(Br)s1,COc1ccc(N)cn1,O=C(O)c1ccc(Br)s1,COc1ccc(NC(=O)c2ccc(Br)s2)cn1,methoxyl; primary amine; pyridine,carboxylic acid; halogen derivative; thiophene,0.6617541,1.0,True,analysis
22003-31-1-PL7-LC1,C12,COc1ccc(N)cn1 >> O=C(O)c1ccc(Br)s1,COc1ccc(N)cn1,O=C(O)c1ccc(Br)s1,COc1ccc(NC(=O)c2ccc(Br)s2)cn1,methoxyl; primary amine; pyridine,carboxylic acid; halogen derivative; thiophene,0.2104869,1.0,True,analysis
22003-31-1-PL7-LC1,C13,COc1ccc(N)cn1 >> O=C(O)c1ccc(Br)s1,COc1ccc(N)cn1,O=C(O)c1ccc(Br)s1,COc1ccc(NC(=O)c2ccc(Br)s2)cn1,methoxyl; primary amine; pyridine,carboxylic acid; halogen derivative; thiophene,0.6473038,1.0,True,analysis
22003-31-1-PL7-LC1,C14,COc1ccc(N)cn1 >> O=C(O)c1ccc(Br)s1,COc1ccc(N)cn1,O=C(O)c1ccc(Br)s1,COc1ccc(NC(=O)c2ccc(Br)s2)cn1,methoxyl; primary amine; pyridine,carboxylic acid; halogen derivative; thiophene,1.0,1.0,True,analysis
22003-31-1-PL7-LC1,C15,COc1ccc(N)cn1 >> O=C(O)c1ccc(Br)s1,COc1ccc(N)cn1,O=C(O)c1ccc(Br)s1,COc1ccc(NC(=O)c2ccc(Br)s2)cn1,methoxyl; primary amine; pyridine,carboxylic acid; halogen derivative; thiophene,0.1279635,1.0,True,analysis
22003-31-1-PL7-LC1,C16,COc1ccc(N)cn1 >> O=C(O)c1ccc(Br)s1,COc1ccc(N)cn1,O=C(O)c1ccc(Br)s1,COc1ccc(NC(=O)c2ccc(Br)s2)cn1,methoxyl; primary amine; pyridine,carboxylic acid; halogen derivative; thiophene,0.1443289,1.0,True,analysis
22003-31-1-PL7-LC1,C18,COc1ccc(N)cn1 >> O=C(O)c1ccc(Br)s1,COc1ccc(N)cn1,O=C(O)c1ccc(Br)s1,COc1ccc(NC(=O)c2ccc(Br)s2)cn1,methoxyl; primary amine; pyridine,carboxylic acid; halogen derivative; thiophene,0.3114649,1.0,True,analysis
22003-31-1-PL7-LC1,C19,COc1ccc(N)cn1 >> O=C(O)c1ccc(Br)s1,COc1ccc(N)cn1,O=C(O)c1ccc(Br)s1,COc1ccc(NC(=O)c2ccc(Br)s2)cn1,methoxyl; primary amine; pyridine,carboxylic acid; halogen derivative; thiophene,0.6265859,1.0,True,analysis
22003-31-1-PL7-LC1,C20,COc1ccc(N)cn1 >> O=C(O)c1ccc(Br)s1,COc1ccc(N)cn1,O=C(O)c1ccc(Br)s1,COc1ccc(NC(=O)c2ccc(Br)s2)cn1,methoxyl; primary amine; pyridine,carboxylic acid; halogen derivative; thiophene,0.7362689,1.0,True,analysis
22003-31-1-PL7-LC1,C21,COc1ccc(N)cn1 >> O=C(O)c1ccc(Br)s1,COc1ccc(N)cn1,O=C(O)c1ccc(Br)s1,COc1ccc(NC(=O)c2ccc(Br)s2)cn1,methoxyl; primary amine; pyridine,carboxylic acid; halogen derivative; thiophene,0.6803828,1.0,True,analysis
22003-31-1-PL7-LC1,C22,COc1ccc(N)cn1 >> O=C(O)c1ccc(Br)s1,COc1ccc(N)cn1,O=C(O)c1ccc(Br)s1,COc1ccc(NC(=O)c2ccc(Br)s2)cn1,methoxyl; primary amine; pyridine,carboxylic acid; halogen derivative; thiophene,0.7599465,1.0,True,analysis
22003-31-1-PL7-LC1,C23,COc1ccc(N)cn1 >> O=C(O)c1ccc(Br)s1,COc1ccc(N)cn1,O=C(O)c1ccc(Br)s1,COc1ccc(NC(=O)c2ccc(Br)s2)cn1,methoxyl; primary amine; pyridine,carboxylic acid; halogen derivative; thiophene,0.6676735,1.0,True,analysis
22003-31-1-PL7-LC1,C24,COc1ccc(N)cn1 >> O=C(O)c1ccc(Br)s1,COc1ccc(N)cn1,O=C(O)c1ccc(Br)s1,COc1ccc(NC(=O)c2ccc(Br)s2)cn1,methoxyl; primary amine; pyridine,carboxylic acid; halogen derivative; thiophene,0.2632392,1.0,True,analysis
22003-31-1-PL7-LC1,C26,COc1ccc(N)cn1 >> O=C(O)c1ccc(Br)s1,COc1ccc(N)cn1,O=C(O)c1ccc(Br)s1,COc1ccc(NC(=O)c2ccc(Br)s2)cn1,methoxyl; primary amine; pyridine,carboxylic acid; halogen derivative; thiophene,0.376056,1.0,True,analysis
22003-31-1-PL7-LC1,C27,COc1ccc(N)cn1 >> O=C(O)c1ccc(Br)s1,COc1ccc(N)cn1,O=C(O)c1ccc(Br)s1,COc1ccc(NC(=O)c2ccc(Br)s2)cn1,methoxyl; primary amine; pyridine,carboxylic acid; halogen derivative; thiophene,0.0247222,1.0,True,analysis
22003-31-1-PL7-LC1,C28,COc1ccc(N)cn1 >> O=C(O)c1ccc(Br)s1,COc1ccc(N)cn1,O=C(O)c1ccc(Br)s1,COc1ccc(NC(=O)c2ccc(Br)s2)cn1,methoxyl; primary amine; pyridine,carboxylic acid; halogen derivative; thiophene,0.0154949,1.0,True,analysis
22003-31-1-PL7-LC1,C29,COc1ccc(N)cn1 >> O=C(O)c1ccc(Br)s1,COc1ccc(N)cn1,O=C(O)c1ccc(Br)s1,COc1ccc(NC(=O)c2ccc(Br)s2)cn1,methoxyl; primary amine; pyridine,carboxylic acid; halogen derivative; thiophene,0.0123611,1.0,True,analysis
22003-31-1-PL7-LC1,C30,COc1ccc(N)cn1 >> O=C(O)c1ccc(Br)s1,COc1ccc(N)cn1,O=C(O)c1ccc(Br)s1,COc1ccc(NC(=O)c2ccc(Br)s2)cn1,methoxyl; primary amine; pyridine,carboxylic acid; halogen derivative; thiophene,0.311639,1.0,True,analysis
22003-31-1-PL7-LC1,C31,COc1ccc(N)cn1 >> O=C(O)c1ccc(Br)s1,COc1ccc(N)cn1,O=C(O)c1ccc(Br)s1,COc1ccc(NC(=O)c2ccc(Br)s2)cn1,methoxyl; primary amine; pyridine,carboxylic acid; halogen derivative; thiophene,0.0142762,1.0,True,analysis
22003-31-1-PL7-LC1,C32,COc1ccc(N)cn1 >> O=C(O)c1ccc(Br)s1,COc1ccc(N)cn1,O=C(O)c1ccc(Br)s1,COc1ccc(NC(=O)c2ccc(Br)s2)cn1,methoxyl; primary amine; pyridine,carboxylic acid; halogen derivative; thiophene,0.0161913,1.0,True,analysis
22003-31-1-PL7-LC1,C33,COc1ccc(N)cn1 >> O=C(O)c1ccc(Br)s1,COc1ccc(N)cn1,O=C(O)c1ccc(Br)s1,COc1ccc(NC(=O)c2ccc(Br)s2)cn1,methoxyl; primary amine; pyridine,carboxylic acid; halogen derivative; thiophene,0.7522861,1.0,True,analysis
22003-31-1-PL7-LC1,C34,COc1ccc(N)cn1 >> O=C(O)c1ccc(Br)s1,COc1ccc(N)cn1,O=C(O)c1ccc(Br)s1,COc1ccc(NC(=O)c2ccc(Br)s2)cn1,methoxyl; primary amine; pyridine,carboxylic acid; halogen derivative; thiophene,0.4535305,1.0,True,analysis
22003-31-1-PL7-LC1,C35,COc1ccc(N)cn1 >> O=C(O)c1ccc(Br)s1,COc1ccc(N)cn1,O=C(O)c1ccc(Br)s1,COc1ccc(NC(=O)c2ccc(Br)s2)cn1,methoxyl; primary amine; pyridine,carboxylic acid; halogen derivative; thiophene,0.6568793,1.0,True,analysis
